idInventario,nCensoInventario,idObservador,nombreComunidadInventario,lugarInventario,relieveInventario,sueloInventario,nSueloInventario,fechaInventario,idLocalidad,latitudInventario,longitudInventario,poligonoInventario,idDepartamento,tipoComunidadInventario
193,667,3,Arbustal bajo abierto con rodados,Dpto Puelen. Ruta 23. 49 km al Oeste de Casa de Piedra,Plano,0,NULL,,0,"-38,06253","-67,64796",NULL,0,2
194,668,3,Jarillal muy bajo de Lcu con rodados.,Dpto Puelen. Ruta 23. 28 km al NW de Casa de Piedra. 120 km al E de Duval. Lote: 22.,Plano,0,NULL,,0,"-38,10818","-67,49459",NULL,0,2
195,671,3,Arbustal bajo abierto a muy abierto con sufrutice,"Dpto Curacó. Ruta 23, 19 km al SE de Casa de Pierda. Lote: entre 1 y 10.",Plano,0,NULL,,0,"-38,24512","-66,99065",NULL,0,2
196,672,3,Arbustal de pendiente,Dpto Curacó. Ruta 23. Ea. Don Silvio. 22 km al NW de Duval.,Pendiente alta,0,NULL,,0,"-38,65657402","-66,55857984",NULL,0,2
197,673,3,Arbustal muy ralo en cresta con rodados,"Dpto Curacó. Ruta 23, entrada a punto. Ea. Don Silvio.",Plano alto,0,NULL,,0,"-38,62855","-66,56158",NULL,0,2
198,674,3,Jarillal abierto a denso,Dpto Curacó. Ea. Don Silvio. Entrada a punto. 22 km al NW de Duval.,Pendiente media,0,NULL,,0,"-38,61211","-66,56523",NULL,0,2
199,675,3,Jarillal de Ldi Abierto,Dpto Curacó. 24 km al NW de Duval.,Plano,0,NULL,,0,"-38,58838","-66,56158",NULL,0,2
200,676,3,Arbustal bajo denso de Lcu con rodados,Dpto Curacó. La providencia. Al Norte de Bajo la Escalera.,Plano alto,0,NULL,,0,"-38,50439","-66,50132",NULL,0,2
201,680,3,Jarillal abiento de pendiente,Dpto Curacó. 18 km al SW de Puelches. Laguna La Amarga (pendiente Norte).,Pendiente alta,0,NULL,,0,"-38,15748","-66,1325",NULL,0,2
202,681,3,Arbustal de Cher (Salitral),"Dpto Curacó. Sur de Puelches. +o- a 23 km al Sur de Puelches. Semi salino, pendiente alta de cauce de rio.",Pendiente media,0,NULL,,0,"-38,31633","-65,85497",NULL,0,2
203,684,3,Cresta rocosa. Pastizal pedregoso con arbustal enano.,Localidad Choique Mahuida. Lote: 1.,Cresta-Sierra,0,NULL,,0,"-38,61759","-65,60848",NULL,0,3
204,694,2,Jarillal abierto con gramineas y sufritice,Ruta 21. Sección: XXIV. Fracción: D. Lote: 24.,Bajo,0,NULL,12/01/77,NULL,"-37,6342","-67,81628",NULL,441,2
205,694,2,Jarillal abierto con gramineas y sufritice,Ruta 21. Sección: XXIV. Fracción: D. Lote: 24.,Bajo,0,NULL,NULL,NULL,"-37,6342","-67,81628",NULL,441,2
206,697,3,NULL,Colonia chica. Lote: 6.,plano,0,NULL,12/05/72,NULL,"-37,85759","-67,73455",NULL,441,4
207,698,3,Arbustal de Psilla,Colonia chica. Lote: 6.,Terrazas,0,NULL,12/05/77,NULL,"-37,86667","-67,73637",NULL,441,2
208,699,3,Cortadera-Totoral,25 de Mayo. Ruta 151. Lote: 1.,Depresión,0,NULL,13/05/76,NULL,"-37,72319","-67,76361",NULL,441,3
209,701,2,Arbustal abierto,Ruta 21. Lote: 21.,Plano,0,NULL,13/05/76,NULL,"-37,65599","-67,59834",NULL,441,2
210,702,2,Arbustal,Ruta 21. 26 km al Este. Lote: 23.,Plano,0,NULL,13/05/76,NULL,"-37,66326","-67,49664",NULL,441,2
211,703,2,Pastizal arbustal,Ruta 21. Lote: 3.,Plano,0,NULL,13/05/76,NULL,"-37,66144","-67,34953",NULL,441,3
212,706,2,Arbustal mezcla,"21 km y medio al sur de Puelen. Ruta 152, entrada a Anaca. Lote: 14.",Pendiente media,0,NULL,14/05/77,NULL,"-38,21956","-66,18728",NULL,460,2
213,721,1,Jarillal bajo abierto,Sur de Puelen. 10 km al sur de Puelches.,Plano,0,NULL,27/05/76?,NULL,"-38,22321","-65,82211",NULL,460,2
214,723,5,Jarillal bajo abierto de Larrea Cuneifolia,Picada Puelches. Ruta 23. 47 Km al Sur de Puelches.,Plano,0,NULL,27/05/77,NULL,"-38,48614856","-65,86250475",NULL,460,2
215,625,3,Estepa,Camino a Jaguel del Monte?,Plano,1,NULL,NULL,NULL,"-36,28117","-68,14863",NULL,415,3
216,626,1,-,Lote 22. 10 km al NE de .....,Plano,0,NULL,NULL,NULL,"-36,26664","-68,12684",NULL,415,2
217,627,3,Estepa arbustiva baja,11 km al NE de .... Lote: 19.,NULL,0,NULL,NULL,NULL,"-36,25211","-68,11049",NULL,415,3
218,628,3,Jarillal con tapiz abierto  de Pla,"Norte ruta 20, frente del Monte?. Lote: 19.",-,0,NULL,NULL,NULL,"-36,20489","-68,05056",NULL,415,2
219,629,3,Arbustal de fabiana,Lote: 11.,-,0,NULL,03/07/77?,NULL,"-36,15041","-68,15953",NULL,415,2
220,630,1,Arbustal bajo muy abierto,N de H2O Paullo. Pto Filomda. ???. Lote: 10.,Plano,1,NULL,03/12/76,NULL,"-36,04871","-68,17224",NULL,413,2
221,631,3,Jarillal,Mendoza.,Pendiente media,0,NULL,03/12/76,NULL,NULL,NULL,NULL,NULL,2
222,617,1,"Jarillal, arbustal",Ruta 20. 4 km al W de Algarrobo del Aguila.,Pendiente baja,0,NULL,01/12/76,NULL,"-36,38106","-67,18608",NULL,415,2
223,639,3,Arbustal muy ralo?,Bajo al Norte de Pto los Pajaritos. Lote: 8. 15 km al Norte de Buta Ranquil.,Pendiente alta,0,NULL,05/12/76,NULL,"-36,90919968","-67,94210608",NULL,441,2
224,640,3,Arbustal,Al Norte de Pto Los Pajaritos. Lote: 8.,-,0,NULL,05/12/76,NULL,"-36,90919968","-67,86654394",NULL,441,2
225,642,3,"Atripex undulata, Salino.",Gran bajo Los Carrizales.,-,0,NULL,05/12/76,NULL,"-37,05703864","-67,81233633",NULL,441,4
226,644,1,Pastizal con arbustos (de basalto),Este de Los Carrizales,-,0,NULL,05/12/76,NULL,"-37,11781688","-67,76141402",NULL,441,3
227,655,3,Estepa arbustiva baja (jarillal abierto con sufrútice)),Limite con Mendoza. Mas o menos a 20 km al WN de Ayala.,Pendiente media,0,NULL,14/12/76,NULL,"-37,55558446","-68,26078116",NULL,441,3
228,657,3,Estepa arbustiva baja muy abierta con sufrútice bajo,Limite con Mendoza. Mas o menos 16 km al W de Ayala. Basalto.,Pendiente media,0,NULL,14/12/76,NULL,"-37,50384082","-68,25831718",NULL,441,3
229,658,3,Estepa arbustiva..,Mas o menos a 65 km al W de 25 de Mayo. Mas o menos a 50 km al NW de Ayala.,-,0,NULL,NULL,NULL,"-37,36826","-68,21673",NULL,441,3
230,688,2,Estepa arbustiva baja,Pto El Toscalito. Lote: 7.,Pendiente media,0,NULL,11/01/77,NULL,"-37,36178","-67,85805",NULL,441,3
231,695,3,Arbustal,2 leguas al W de Ayala (R21). Lote: 18.,Plano,0,NULL,12/01/77,NULL,"-37,56957","-67,981",NULL,441,2
232,696,2,Arbustal bajo con Speciosa,W de Pto El Equiaci?. Lote: 2.,Pendiente media,0,NULL,12/05/77,NULL,"-37,32869","-68,0395",NULL,441,2
233,440,2,"Monte, fachinal.",Mas o menos 6 km al N de ... Lote: 20. Sección: B.,Pendiente,1,440,22/09/76,NULL,"-38,90262","-63,85531",NULL,474,NULL
234,441,2,Jarillal abierto con ...,Ruta 154. Al N de Ansoategui?. Lote: 19. Sección: B.,Pendiente media,0,NULL,27/09/76,NULL,"-38,88237","-63,83912",NULL,474,2
235,442,2,Cresta de Atriplex undulata,Ruta 154. 10 km al N de Anscalegui?,Cresta media,0,NULL,22/9,NULL,"-38,90256162","-63,83341506",NULL,474,3
236,443,2,Pastizal con arboles,Ruta 154. Norte de Ansoategui?. Lote: 9. Sección:B,Planicie,0,NULL,22/9/76,NULL,"-38,77708","-63,75137",NULL,474,3
237,449,2,Arbustal abierto de Pfl y Pna.,Interprovincial. Lote: 16. Sección: B.,Pendiente suave al norte.,0,NULL,23/09/76,NULL,"-38,88372","-63,40446",NULL,474,2
238,450,2,Arbustal muy abierto,Ruta interprovincial. Lote: 15. Sección: C. 12 Km al Norte  de ruta 22.,Pendiente,0,NULL,23/09/76,NULL,"-38,80408","-63,40176",NULL,474,2
239,451,2,Arbustal,Interprovincial. Lote: 15. Sección: B. A 20 Km al SE de Callo cuco??.,Pendiente suave.,0,NULL,23/09/76,NULL,"-38,73253","-63,39771",NULL,474,2
240,454,2,"Caldenal bajo, abierto",Lote: 7. Sección: B. Mas o menos a 13 Km al Este de ruta 154. 17 km de ruta 22.,Plano,1,NULL,23/09/76,NULL,"-38,77279187","-63,61412061",NULL,474,1
241,455,2,Arbustal abierto con pastizal,Limite con provincia de Buenos Aires. Lote: 16.,Plano,1,NULL,24/09/76,NULL,"-38,93906","-63,40311",NULL,474,2
242,456,2,Pastizal de ...,Entre ruta 22 y Río Colorado. Lote:25.,NULL,0,NULL,24/09/76,NULL,"-39,00521","-63,4625",NULL,474,3
243,457,2,Pastizal bajo,Camino a Rio Colorado. Lote: 25. Entre ruta 22 y Rio Colorado.,Bajo de area ondulada,0,NULL,24/09/76,NULL,"-39,01196","-63,4463",NULL,474,3
244,458,3,Arbustal abierto bajo denso,Entre ruta 22 y Rio Colorado.,-,1,NULL,NULL,NULL,"-39,0565","-63,4625",NULL,474,2
245,459,2,Medano pajonal,Entre ruta 22 y Rio Colorado. Lote:5.,NULL,0,NULL,24/09/76,NULL,"-39,09835","-63,45845",NULL,474,NULL
246,461,2,Jarillal,"Al Norte del rio Colorado (no del pueblo sino del rio). Entre ruta 22 y el rio colorado. La Goleña, cerca de rio colorado.",Plano,1,NULL,24/09/76,NULL,"-39,29408","-63,4436",NULL,474,2
247,462,2,Jarillal denso con arbustos,Camino a La Elba. 45 km al sur de ruta 22. Lote:15.,Alta pendiente,1,NULL,24/09/76,NULL,"-39,27383","-63,44765",NULL,474,2
248,463,2,Arbustal denso sin .... con Acantholipia.,Al Norte de La Colorada. De ruta 22 al Sur. 20 km al Sur de Salitral La Jotava?. Lote: 15. Censo Atipico.,Bajo,0,NULL,24/09/76,NULL,"-39,24683","-63,45305",NULL,474,2
249,464,2,"Jarillal abierto con bredemeyera, acantholipia y Pna.",Norte de Rio Colorado. Ruta 2 y 23. Lote: 17.,NULL,0,NULL,25/09/76,NULL,"-38,93906","-64,07669",NULL,474,2
250,465,2,Bosque ... ralo con Jarilla y ...,Ruta 23 entrada a la izquierda?. Rumbo al Rio Colorado. Lote: 18.,Plano,0,NULL,25/09/76,NULL,"-38,91207","-64,20088",NULL,474,1
251,466,2,Jarillal muy abierto con pastizal semi-denso,Sur ruta 23. NW de La Adela. Lote: 12.,Pendiente plana,0,NULL,25/09/76,NULL,"-38,83512","-64,30212",NULL,474,2
252,467,2,Pastizal alto,"De ruta 23, entrada al Norte. Lote: 12. Area ex-quemada.",Pendiente baja,0,NULL,25/09/76,NULL,"-38,85402","-64,30212",NULL,474,3
253,482,3,Jarillal pastizal con arbustos,Ruta 4. Mas o Menos a 6 Km al Norte de Pichi Mahuida. Lote: 12.,Plano con ondulaciones,0,NULL,06/10/76,NULL,"-38,80408","-64,87177",NULL,461,2
254,485,1,Arbustal con pastizal,Ruta 3. Norte de La Adela (viejo cauce).,Pendiente,1,NULL,07/10/76,NULL,"-38,80441298","-64,06831474",NULL,474,2
255,486,1,"Caldenal ralo, pastizal con arbustos y Larrea divaricata",Ruta 2. Norte de La Adela. Paleocauce.,NULL,0,NULL,07/10/76,NULL,"-38,801949","-63,9985019",NULL,474,1
256,495,1,Sufrutice,20 Km al Norte de Pichi Mahuida. Lote: 22.,Plano,1,NULL,08/10/76,NULL,"-38,5908","-64,84477",NULL,461,NULL
257,516,3,Estepa arbustiva con Atriplex,Rumbo a Ea. El Recreo. Ruta 4 al Oeste. Lote: 9.,-,0,NULL,26/10/76,NULL,"-38,70958","-64,87042",NULL,461,3
258,517,2,NULL,Lote: 25. Fracción: D. Sección: X.,Pendiente,0,NULL,20/10/76,NULL,"-38,59349","-65,12285",NULL,461,4
259,304,1,Pajonal de Pappophorum,Ea. San Jose.,-,0,NULL,03/06/76,NULL,"-36,66545","-65,71745",NULL,414,3
260,305,1,Caldenal,San José.,_,0,NULL,03/06/76,NULL,"-36,65229","-65,70868",NULL,414,1
261,306,3,Pajonal medanoso de Hyalis Argentea,Salida San Jo. sé. Lote: 8,Cresta de medano,0,NULL,03/06/76,NULL,"-36,67686","-65,7745",NULL,414,3
262,311,1,Pajonal de Evi,Paitahue,Cresta de medano-Ondulado,0,NULL,04/06/76,NULL,"-36,43465","-65,48973",NULL,414,3
263,318,1,Sufrutice con arbustos,El Pico. Lote: 21.,Plano bajo,0,NULL,10/06/76,NULL,"-37,1825","-65,5544",NULL,444,NULL
264,322,1,Cortaderal con Disthclis y juncosx,Villa... Lote: 18.,_,0,NULL,10/06/76,NULL,"-37,12807","-65,32546",NULL,444,3
265,327,3,Pastizal de Disthclis con cortaderas y juncos,San Eduardo. Lote: 24.,Hondonada,0,NULL,11/06/76,NULL,"-36,77663","-65,63149",NULL,414,3
266,332,4,Pajonal de Stipa Gyneriodes con sufrútice,34 Km al Sur de La Maruja. Sobre ruta 6. Lote: 1.,Ondulado,0,NULL,14/07/74,NULL,"-35,98299","-64,96578",NULL,407,3
267,333,4,Caldenal abierto,"Ingeniero Foster. Al SW de Foster, mas o menos 1500 m sobre ruta 13. Lote: 9.",Plano,0,NULL,14/07/76,NULL,NULL,NULL,NULL,380,1
268,336,4,"Caldenal, renoval.","Ruta 6, entre la Maruja y Chamaico. A mas o menos 13 km al sur de ruta 188, sobre ruta 6. Lote: 12.",-,0,NULL,14/07/76,NULL,"-35,20849","-64,92874",NULL,380,1
269,335,4,"Caldenal, Pajonal.",A 22 Km al Sur de ruta 188. Sobre ruta 6. Lote: 19. Ruta 8.,Plano,0,NULL,14/07/76,NULL,"-35,27955","-64,93014",NULL,380,1
270,337,4,"Pajonal, Caldenal.","Ruta 6, entre la Maruja y Chamaicó. A mas o menos 13 km  al sur de ruta 188, sobre ruta 6. Lote: 12.",Plano,0,NULL,14/07/76,NULL,"-35,22661","-64,93014",NULL,380,3
271,342,4,"Caldenal, pajonal.",Entre Rucanelo y E. Mitre. Ruta 143 a 3 km al SW de Rucanelo. Lote: 8.,Plano alto,0,NULL,14/07/76,NULL,"-36,00121","-64,8346",NULL,407,1
272,345,4,"Caldenal, renoval.",4 Km al Norte de Lobocó. Las Vizcacheras.,-,0,NULL,16/07/76,NULL,"-35,84662","-64,958",NULL,NULL,1
273,347,1,Caldenal,Ruta 6. A mas o menos 2500 mts al Norte de cruce de las rutas 8 y 6. AL Oeste de Caleufú. Lote: 10.,NULL,1,NULL,11/08/76,NULL,"-35,58329","-64,94128",NULL,380,1
274,348,1,Pajonal abierto con cesped de aguadas,Ruta 6. Lote: 22. El censos dice que no sirve y que no fue utilizado. No le da un valor de abundancia-cobertura a las especies.,Plano ondulado,1,NULL,08/11/76,NULL,"-35,41052","-64,93153",NULL,380,3
275,0348 bis,1,Pajonal,Ruta 6. El censos dice que no sirve y que no se utilizó.,-,0,NULL,11/08/76,NULL,NULL,NULL,NULL,380,3
276,349,1,"Caldenal, pastizal",Ruta 6. Lote: 19.,Depresión suave,1,NULL,11/08/76,NULL,"-35,34225","-64,93153",NULL,380,1
277,707,3,Pradera baja,Ruta 148. Lote: 9. Area de Basalto.,Depresión,0,NULL,19/01/77,NULL,"-36,42606097","-65,39087189",NULL,414,NULL
278,708,3,Pajonal de Erodium. Médano.,Ruta 148. Lote: 9.,Bajo,0,NULL,19/01/77,NULL,"-36,41551946","-65,38033038",NULL,414,3
279,709,3,Bosque abierto,Ruta 148. Zonación. Lote:9.,-,0,NULL,19/01/77,NULL,"-36,39443645","-65,39126231",NULL,414,1
280,711,3,Arbustal pastizalcon arboles,La Marcela.,Pendiente baja,0,NULL,20/01/77,NULL,"-36,18884","-65,65806",NULL,414,2
281,712,3,Arbustal denso de pendiente,Al este de La Marcela.,Pendiente alta,0,NULL,20/01/77,NULL,"-36,19028","-65,70922",NULL,414,2
282,68,3,Zampal abierto,Ruta 20. Al NW de Puesto Urquiza.,Plano aluvial,0,NULL,25/03/76,NULL,"-36,89464","-66,72489",NULL,440,NULL
283,69,3,Zampal,Ruta 20.,-,0,NULL,25/03/76,NULL,"-36,85426","-66,74933",NULL,440,NULL
284,75,3,Zampal,Ruta 143. Picada clausurada.,Plano aluvial,0,NULL,26/03/76,NULL,"-37,46348","-66,00558",NULL,413,NULL
285,76,3,"Zampal, piquillinal",Ruta 143. Frente a alambrado.,Plano,0,NULL,26/03/76,NULL,"-36,17765","-66,99901",NULL,413,NULL
286,77,3,Pajonal con arbustos,Ruta 143.,"Plano ondulado, media pendiente",0,NULL,26/03/76,NULL,"-37,56155","-66,59946",NULL,413,3
287,547,1,Arbustal bajo,"16 km al sur de ruta 20, en picada a La Reforma. Lote: 1.",Plano,0,NULL,28/10/76,NULL,"-37,87424355","-65,53191468",NULL,440,2
288,559,2,Arbustal bajo halófilo,Ruta 20. 7 km al norte de Puesto Urquiza. Lote: 7.,Plano salitral,0,NULL,09/11/76,NULL,"-36,89996","-66,73977",NULL,440,2
289,560,2,Arbustal abierto con tapiz,Ruta 20. 15 km al norte de Puesto Urquiza. 14 km al sur paso de algarrobos.,Bajo,0,NULL,09/11/76,NULL,"-36,82025","-66,78227",NULL,440,2
290,561,2,Algarrobal,Ruta 15. a 15 km mas o menos de Santa Isabel.,Pendiente,0,NULL,10/11/76,NULL,"-36,25575","-66,94816",NULL,413,1
291,562,2,Peladal con arbustos en monticulos,"A 6 km, mas o menos, de Santa Isabel. Ruta 151. Lote: 22.","Plano, salitral",0,NULL,10/11/76,NULL,"-36,27281871","-66,96604616",NULL,413,NULL
292,563,2,Bosque bajo,Ruta 154. A 6 km al SW de Santa Isabel. Lote: 22.,-,0,NULL,10/11/76,NULL,"-36,27340435","-66,95218603",NULL,413,1
293,564,3,Pastizal en cauce antiguo,Ruta 151. 13 km al sur de Santa Isabel. Lote: 21.,Bajo,0,NULL,10/11/76,NULL,"-36,32806401","-67,01153081",NULL,413,3
294,565,3,Arbustal muy bajo abierto,Ruta 151. 13 km al SW de Santa Isabel. Lote: 22.,Plano,1,NULL,10/11/76,NULL,"-36,32806401","-66,99903717",NULL,413,2
295,566,2,Arbustal bajo halófilo,Ruta 151. A 15 km al SW de Santa Isabel.,Plano,0,NULL,10/11/76,NULL,"-36,2957","-66,97177",NULL,413,2
296,567,2,Sufruticetum Heterostachys ritteriana,A mas o menos 18 km al norte de paso de los algarrobos. Ruta 20. A 23 km al SW de ruta 151.,-,1,NULL,10/11/76,NULL,"-36,54601923","-66,97582615",NULL,413,NULL
297,568,2,Estepa,"Ruta 20. A 23 km al SW de ruta 151, y a 18 km al norte de paso de los algarrobos.",-,0,NULL,10/11/76,NULL,"-36,55027955","-66,94049714",NULL,413,3
298,569,2,NULL,19 km al norte de paso los algarrobos. 14 km al sur de cruce de ruta 151.,Plano,0,NULL,10/11/76,NULL,"-36,5017","-66,98592",NULL,413,4
299,570,2,Arbustal abierto de cyclolepis y suelo desnudo,7 km al Oeste de ruta 20. A 15 km del cruce de rutas 20 y 151. Al oeste de el Jume. Lote: 10.,Plano,1,NULL,11/11/76,NULL,"-36,52635","-67,06803",NULL,413,2
300,572,2,Bosque ralo de algarrobo y atriplex lampa,4 km al oeste de paso de los algarrobos,Plano,1,NULL,11/11/76,NULL,"-36,70232","-66,93897",NULL,413,1
301,573,2,Pajonal denso de Stipa gynerioides,5 km al NE de Arbol de la Esperanza. lote: 9.,-,0,NULL,11/11/76,NULL,"-36,88827","-66,91684",NULL,440,3
302,574,3,Arbustal con cycloleps,"Ruta a cochico, 10 km al oeste de Arbol de la Esperanza y a 7 km al este de puesto La Primevera. Lote: 9.",-,0,NULL,11/11/76,NULL,"-36,87764","-66,93411",NULL,440,2
303,575,2,Estepa halofila,"Camino a Cochico, 6 km al SW de puesto La Primavera.","Plano, depresión",0,NULL,11/11/76,NULL,"-36,95133","-67,088",NULL,440,3
304,579,2,Arbustal semihalófilo,Ruta La Reforma a Puelches. 35 km al SE de La Reforma. Lote: 7.,Pendiente media,0,NULL,12/11/76,NULL,"-37,82308","-66,15087",NULL,460,2
305,581,1,Arbustal abierto bajo,74 km al NW de Puelen. 24 km al NW de puesto Rodriguez. Lote: 15.,Pendiente,0,NULL,17/11/76,NULL,"-37,93472","-65,96817",NULL,460,2
306,582,1,Cauce,20 km al NW de Puelches. Lote: 20. No especifica departamento.,Pendiente media,0,NULL,17/11/76,NULL,"-37,95846","-65,94261",NULL,NULL,NULL
307,583,1,NULL,20 km al NW de Puelches. Cauce Río Salado. Picada a Puelches.,"Valle, depresión",0,NULL,17/11/76,NULL,"-37,96941","-65,94261",NULL,460,4
308,584,1,Cyclolepis,20 km al NW de Puelches. Lote: 20.,Cresta,0,NULL,17/11/76,NULL,"-37,98037","-65,93896",NULL,460,NULL
309,585,1,Sufruticetum denso,10 km al NW de Puelches. Lote: 21.,"Bajo, plano",0,NULL,17/11/76,NULL,"-38,0611","-65,86628",NULL,460,NULL
310,589,3,Arbustal bajo de halófitas,"SW de Lihuel Calel, sobre río Salado.",Plano,0,NULL,18/11/76,NULL,"-38,0922","-65,76088",NULL,460,2
311,682,3,Jarillal abierto con tapiz y arbustos,En Río Negro.  ....,Plano alto,0,NULL,18/11/76,NULL,NULL,NULL,NULL,NULL,2
312,691,3,Pastizal bajo halófilo,Lote: 10.,Salitral,0,NULL,11/01/76,NULL,"-37,38803364","-67,622199",NULL,441,3
313,692,2,Pradera halófila,Lote: 10.,-,0,NULL,11/01/76,NULL,"-37,38967629","-67,57045537",NULL,441,NULL
314,722,5,Arbustal abierto halófilo,"Picada Puelches, ruta 23. Cauce río Salado.",Bajo,0,NULL,27/07/77,NULL,"-38,3218","-65,82028",NULL,460,2
315,478,3,Bosue alto en linea de drenaje con acumulación de suelo-pastizal,Ruta 4. Lote: 10.,NULL,0,NULL,../10/76,NULL,"-38,3125","-64,4866",NULL,474,1
316,501,2,Pastizal con arbustos abiertos,Entre Estancia de La Torre y picada de Lihuel Calel. Lote: 23.,Plano alto,0,NULL,12/10/76,NULL,"-38,07752","-64,84685",NULL,461,3
317,504,2,-,"Picada a Lihuel Calel, cruce de Cuchillo-Co. Fracción: A. Lote: 19.",Pendiente alta,1,NULL,13/10/76,NULL,"-38,04901","-65,46024",NULL,461,2
318,507,2,Jarillal pastizal,Ruta 152. Al sur de Los Tajamares. 25 km al sur de Carancho.,Cresta,1,NULL,19/10/76,NULL,"-37,59027","-65,16564",NULL,444,2
319,508,2,"Jarillal, arbustal con acantholipia.",Sur San Joaquin. Lote: 9.,Plano con bajos,0,NULL,19/10/76,NULL,"-38,28346","-65,45511",NULL,461,2
320,509,5,Larrea divaricata,San Martín. Lote: 9.,Plano,0,NULL,19/10/76,NULL,"-38,3072","-65,46972",NULL,461,NULL
321,509,5,Larrea divaricata,San Martín. Lote: 9.,Plano,0,NULL,19/10/76,NULL,"-38,3072","-65,46972",NULL,461,NULL
322,513,2,Pastizal bajo con arbustos,...... del Guanaco.,Plano,0,NULL,19/10/76,NULL,"-38,17514","-65,51294",NULL,461,3
323,515,2,"Pastizal con arbustos, jarillal muy abierto",Ruta picada a Lihuel. Lote: 20. Sección: X. No especifica departamento.,Plano,0,NULL,20/10/76,NULL,"-38,04642","-65,05419",NULL,NULL,3
324,529,3,Jarillal abierto con tomillo,2 km al norte de puesto 17... Lote: 14.,Plano,0,NULL,22/10/76,NULL,"-37,95398","-65,24858",NULL,461,2
325,530,1,"Jarillal, pajonal, pastizal","A 10 km al NE de La Ranzul, y a 1 km y medio del puesto El Alan. Lote: 14. Mitad de legua.",Leve pendiente,1,NULL,22/10/76,NULL,"-37,88573","-65,26153",NULL,461,2
326,531,3,Salitral,"Lote: 7. No especifica departamento, ni ningun otro dato. El censo dice que no sirve.",-,1,NULL,22/10/76,NULL,"-37,81921","-65,24771",NULL,NULL,NULL
327,539,1,Pastizal,Al oeste de ruta 152. Lote: 24.,-,0,NULL,27/10/76,NULL,"-37,63433","-65,31078",NULL,444,3
328,541,1,"Arbustal, pastizal",6 km y medio al este de La Agostina. Sección: IX. Fracción: D. Lote: 18.,-,1,NULL,27/10/76,NULL,"-37,5894","-65,37298",NULL,444,2
329,542,1,"Arbustal denso, peladales",A 25 km al oeste de ruta 152. A 4 km al oeste de Estancia La Justina. Lote: 22.,-,1,NULL,27/10/76,NULL,"-37,59027","-65,51121",NULL,444,2
330,550,1,Pastizal alto,Area quemada.,Pendiente alta,0,NULL,14/11/76,NULL,"-38,01272","-65,5354",NULL,461,3
331,551,3,Arbustal con algarrobo y pastizal,"Sierra Lihuel Calel, cañadon. Camino a Ruines. El censo dice no sirve.","Bajo, depresión",0,NULL,11/11/76,NULL,"-38,01186","-65,557",NULL,461,2
332,552,1,Pastizal de ladera pedregosa,Parque Lihuel Calel. Camino a las Ruinas.,Pendiente alta,0,NULL,04/11/76,NULL,"-38,01272","-65,5449",NULL,461,3
333,553,1,Arbustal de sufrutice,Estancia Los Ranqueles.,-,0,NULL,04/11/76,NULL,"-37,94534","-65,36261",NULL,461,2
334,554,1,"Pastizal, abustal pedregoso",Frente al Motel.,Pendiente media,0,NULL,05/11/76,NULL,"-38,03605","-65,54317",NULL,461,3
335,555,1,Area pedregosa con pastizal bajo y herbáceas,"Ea Los Ranqueles, rumbo a La Astuariana. Sierra chica.","Plano, cresta",0,NULL,05/11/76,NULL,NULL,NULL,NULL,444,3
336,556,3,Pastizal de ladera pedregosa,"Sierra chica, rumbo a La Asturiana.",Pendiente alta,0,NULL,05/11/76,NULL,NULL,NULL,NULL,461,3
337,586,1,Arbustal ralo con sufrutice ralo y pastizal muy claro,Al sur de ruta 152. A 4 km al norte de Puelches.,Pendiente alta,0,NULL,17/11/76,NULL,"-38,1665","-65,8395",NULL,460,2
338,713,5,Zonación La Pilañesa,La Pilañesa. Lote: 11.,"Salitral, depresión",0,NULL,26/07/77,NULL,NULL,NULL,NULL,461,NULL
339,714,5,Estepa arbustiva muy rala,La Pilañesa.,-,0,NULL,26/07/77,NULL,NULL,NULL,NULL,461,3
340,715,5,Zonación,La Pilañesa.,"Pendiente baja, salatrial.",0,NULL,26/07/77,NULL,NULL,NULL,NULL,461,NULL
341,716,5,Jarillal denso a abierto con arbustal bajo,La Pilañesa.,Pendiente baja,0,NULL,26/07/77,NULL,NULL,NULL,NULL,461,2
342,717,5,Algarrobal alto abierto con arbustal,NULL,Bajo,0,NULL,26/07/77,NULL,NULL,NULL,NULL,NULL,1
343,718,2,Estepa halófila arbustiva,Laguna La Astuariana.,Salitral,0,NULL,27/01/77,NULL,"-37,78724","-65,39199",NULL,461,3
344,719,2,Arbustal denso halófilo,Curva externa sobre de ruta La Asturiana.,-,0,NULL,27/01/77,NULL,"-37,80625","-65,44296",NULL,461,2
345,720,5,Jarillal,La Asturiana.,-,0,NULL,27/01/77,NULL,NULL,NULL,NULL,461,2
346,0510 o 0511,2,Pastizal con Larrea divaricata y acantholipia,Estancia San Martín.,Bajo,1,NULL,19/10/76,NULL,NULL,NULL,NULL,461,3
347,522,3,Jarillal mediano,a 40 km al este de la Japonesa. Lote: 6.,Planicie junto al rio Colorado,0,NULL,21/10/76,NULL,"-38,74175","-65,9627",NULL,460,2
348,577,2,Arbustal bajo xenofilo con Larrea divaricata,A 18 km al este de ruta 151. 21 km al NE de Puelen. Lote: 22.,-,0,NULL,11/11/76,NULL,"-37,23102","-67,44215",NULL,441,2
